column_name,item_label,mapping
science_2_5,Scientists should be open to considering miracles in their explanations,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Somewhat disagree"", 4: ""Neither agree nor disagree"", 5: ""Somewhat agree"", 6: ""Agree"", 7: ""Strongly agree"", 8: ""Don’t know"" }"
character_59_islamic_scholar,An Islamic scholar such as an imam or shaykh,"{0: ""Not Selected"", 1: ""Selected""}"
character_59_friends,Friends,"{0: ""Not Selected"", 1: ""Selected""}"
character_59_published_commentary,A published commentary on the Qur’an,"{0: ""Not Selected"", 1: ""Selected""}"
character_59_video_commentary,A video commentary on the Qur’an,"{0: ""Not Selected"", 1: ""Selected""}"
character_59_internet_article,An internet website or article,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_mother,Mother,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_father,Father,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_step_parent_guardian,Step-parent/guardian,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_grandparent,Grandmother/Grandfather,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_aunt_uncle,Aunt/Uncle,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_sibling,Sibling,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_cousin,Cousin,"{0: ""Not Selected"", 1: ""Selected""}"
social_1_other,Other,"{0: ""Not Selected"", 1: ""Selected""}"
social_2_1,"Encourage Muslim practices like telling you to pray, fast, go to the masjid/mosque, eat halal(e.g., dua/supplication, adhkar, salaah)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_2,Read/watch/or tell you stories that contain Muslim characters or discuss Islam,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_3,"Take you to an Islamic center to pray or for extracurricular activities (e.g.., mosque/masjid)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_4,Celebrate Islamic holidays,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_5,Encourage you to read Qur’an,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_6,"Encourage you to look to religious figures (for example prophets, scholars, saints) as role models","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_7,Meet or socialize with other Muslim families,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_8,"Talked to you about good Muslim characteristics (e.g., being patient, kind, compassionate)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_9,Encourage you to connect with and build a bond with Allah,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_2_10,"Talk with you about Islam, God, or the Prophet Muhammad","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_1,"Encourage Muslim practices like telling you to pray, fast, go to the masjid/mosque, eat halal(e.g., dua/supplication, adhkar, salaah)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_2,Read/watch/or tell you stories that contain Muslim characters or discuss Islam,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_3,"Take you to an Islamic center to pray or for extracurricular activities (e.g.., mosque/masjid)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_4,Celebrate Islamic holidays,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_5,Encourage you to read Qur’an,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_6,"Encourage you to look to religious figures (for example prophets, scholars, saints) as role models","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_7,Meet or socialize with other Muslim families,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_8,"Talked to you about good Muslim characteristics (e.g., being patient, kind, compassionate)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_9,Encourage you to connect with and build a bond with Allah,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_3_10,"Talk with you about Islam, God, or the Prophet Muhammad","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_12_1,... is responsive to my feelings and needs.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_12_2,... encourages me to talk about my troubles.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_12_3,... gives comfort and understanding when I am upset.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_12_4,... compliments me.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_12_5,... shows sympathy when I am hurt or frustrated.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_12_6,... tells me that she appreciates what I've tried to accomplish.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_12_7,... is aware of my problems or concerns in school.,"{ 1: ""Never"", 2: ""Rarely"", 3: ""Sometimes"", 4: ""Often"", 5: ""Very Often"" }"
social_20_1,…listens to my opinion or perspective when we've got a problem.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_20_2,…lets me make my own plans for things I want to do.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_20_3,…is usually willing to consider things from my point of view.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_20_4,…isn’t very sensitive to my needs (REVERSE),"{ 1: ""Strongly agree"", 2: ""Agree"", 3: ""Neither agree nor disagree"", 4: ""Disagree"", 5: ""Strongly disagree"" }"
social_20_5,"…whenever possible, allows me to choose what to do.","{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_20_6,…allows me to decide things for myself.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_20_7,…insists upon doing things her way. (REVERSE),"{ 1: ""Strongly agree"", 2: ""Agree"", 3: ""Neither agree nor disagree"", 4: ""Disagree"", 5: ""Strongly disagree"" }"
social_20_8,…allows me to choose my own direction in life.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_20_9,…tells me that I will be a bad Muslim if I don’t obey her.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_29_1,…listens to my opinion or perspective when we've got a problem.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_29_2,…lets me make my own plans for things I want to do.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_29_3,…is usually willing to consider things from my point of view.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_29_4,…isn’t very sensitive to my needs (REVERSE),"{ 1: ""Strongly agree"", 2: ""Agree"", 3: ""Neither agree nor disagree"", 4: ""Disagree"", 5: ""Strongly disagree"" }"
social_29_5,"…whenever possible, allows me to choose what to do.","{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_29_6,…allows me to decide things for myself.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_29_7,…insists upon doing things his way. (REVERSE),"{ 1: ""Strongly agree"", 2: ""Agree"", 3: ""Neither agree nor disagree"", 4: ""Disagree"", 5: ""Strongly disagree"" }"
social_29_8,…allows me to choose my own direction in life.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_30_1,How much do you and your mother get mad at or get in fights with each other?,"{ 5: ""None at all"", 4: ""A little"", 3: ""A moderate amount"", 2: ""A lot"", 1: ""A great deal"" }"
social_30_2,How much do you and your mother argue with each other?,"{ 5: ""None at all"", 4: ""A little"", 3: ""A moderate amount"", 2: ""A lot"", 1: ""A great deal"" }"
social_30_3,How much do you and your mother get on each other’s nerves?,"{ 5: ""None at all"", 4: ""A little"", 3: ""A moderate amount"", 2: ""A lot"", 1: ""A great deal"" }"
social_33_1,How much do you and your father get mad at or get in fights with each other?,"{ 5: ""None at all"", 4: ""A little"", 3: ""A moderate amount"", 2: ""A lot"", 1: ""A great deal"" }"
social_33_2,How much do you and your father argue with each other?,"{ 5: ""None at all"", 4: ""A little"", 3: ""A moderate amount"", 2: ""A lot"", 1: ""A great deal"" }"
social_33_3,How much do you and your father get on each other’s nerves?,"{ 5: ""None at all"", 4: ""A little"", 3: ""A moderate amount"", 2: ""A lot"", 1: ""A great deal"" }"
social_36_1,My parents argue.,"{ 5: ""Always"", 4: ""Often"", 3: ""Sometimes"", 2: ""Rarely"", 1: ""Never"" }"
social_36_2,My parents are mean to each other.,"{ 5: ""Always"", 4: ""Often"", 3: ""Sometimes"", 2: ""Rarely"", 1: ""Never"" }"
social_36_3,"They may not think I know it, but my parents argue or disagree.","{ 5: ""Always"", 4: ""Often"", 3: ""Sometimes"", 2: ""Rarely"", 1: ""Never"" }"
social_36_4,My parents nag and complain about each other around the house.,"{ 5: ""Always"", 4: ""Often"", 3: ""Sometimes"", 2: ""Rarely"", 1: ""Never"" }"
social_36_5,My parents argue get loud when they argue.,"{ 5: ""Always"", 4: ""Often"", 3: ""Sometimes"", 2: ""Rarely"", 1: ""Never"" }"
social_37,My parents argue about religion,"{ 5: ""Always"", 4: ""Often"", 3: ""Sometimes"", 2: ""Rarely"", 1: ""Never"" }"
social_39_1,We have a space in our home where we usually pray,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_39_2,We have books on Islam in our home,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_39_3,We pray together as a family (even if just one prayer per day),"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_39_4,We sometimes go to the masjid together.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_39_5,We have discussions about religion in a positive way.,"{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_39_6,"We sometimes have religious gatherings in our home (e.g., classes, dhikr sessions, holiday celebrations)","{ 1: ""Strongly disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly agree"" }"
social_45,Do you have any people that you consider to be your friends?,"{ 1: ""No"", 2: ""Yes"", 3: ""Don’t know"" }"
social_46_1,Are of a different racial or cultural background than you,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_46_2,Are of a different gender than you,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_46_3,Is your boyfriend or girlfriend,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_46_4,Identify as LGBTQ,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_46_5,Regularly do volunteer work or community service,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_46_6,Are from a different religious background than you,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_51_1,drink alcohol,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_51_2,"have been in trouble in school for cheating, fighting, or skipping classes","{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_51_3,have anger problems,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_51_4,"smoke, vape, do hookah","{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_51_5,date / hookup,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_55_1,are proud to be Muslim,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_55_2,Pray each day (even if not all 5 prayers),"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_55_3,Fast during Ramadan,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_55_4,Wear the headscarf,"{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_55_5,"Regularly go to a mosque, e.g. for Friday prayers","{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_55_6,"Attend Muslim events (MSA, social gatherings, youth groups, etc)","{ 1: ""None at all"", 2: ""Almost none"", 3: ""A few"", 4: ""Almost all"", 5: ""All"", 6:""N/A"" }"
social_60_1,"Bring up religion in conversations (God, the Qur’an, the Prophet Muhammad, etc.)","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_60_2,Encouraged me to go to the mosque or Islamic programs,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_60_3,Encouraged me to be a good Muslim,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_60_4,"Shared Islamic videos, websites, social-media posts, articles, or books with me","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_60_5,Helped me deal with my struggles about being Muslim,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_1,I was able to count on my friends.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_2,I was able to talk about everything with my friends.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_3,My friends and I helped each other out.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_4,I felt accepted by other kids my age.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_5,I was good at making friends.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_6,Other young people wanted to be my friend.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_7,Other young people wanted to be with me.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_65_8,Other young people wanted to talk to me.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_74,How many Muslims on average are in your classes?,"{ 1: ""Just you"", 2: ""Less than 3"", 3: ""3 – 5"", 4: ""More than 5"" }"
social_75,There are many people of my ethnic/racial background in my school.,"{ 1: ""Strongly disagree"", 2: ""Somewhat disagree"", 3: ""Neither agree nor disagree"", 4: ""Somewhat agree"", 5: ""Strongly agree"" }"
social_77_1,My religious background is valued.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_77_2,Days that are important to my religion are recognized.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_77_3,My religious background is known by students and teachers.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_77_4,I am taught about the religious backgrounds of others.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_77_5,My religious background is respected by students.,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_77_6,We have an MSA in school,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_77_7,"My school offers accommodations for Muslims such as prayer, jum’a, gym class during Ramadan, halal food options.","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_84_1,"Because of my religion, other people assume that I am not a “true” American.","{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Don’t have an opinion"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
social_84_2,I feel invisible because of my religion.,"{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Don’t have an opinion"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
social_84_3,I feel like all eyes are on me because of my religion.,"{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Don’t have an opinion"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
social_84_4,I am ignored in school because of my religion.,"{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Don’t have an opinion"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
social_84_5,Conversations about Islam tend to be negative.,"{ 1: ""Strongly Agree"", 2: ""Agree"", 3: ""Don’t have an opinion"", 4: ""Disagree"", 5: ""Strongly Disagree"" }"
social_89_1,The classes in my Islamic school inspire me,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Don’t have an opinion"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_89_2,My teachers help me when I struggle to understand Islamic beliefs or practices,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Don’t have an opinion"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_89_3,Being at my school makes me being proud of being Muslim,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Don’t have an opinion"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_89_4,My Islamic Studies teacher is knowledgeable about Islam,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Don’t have an opinion"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_89_5,My Islamic Studies teacher is good at discussing how to deal with being a Muslim in America,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Don’t have an opinion"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_94_1,I participate in homeschool activities with other Muslim children,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_94_2,My homeschooling includes classes on Islam,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_94_3,My teachers (parents/others) are knowledgeable about Islam,"{ 1: ""Strongly Disagree"", 2: ""Disagree"", 3: ""Neither agree nor disagree"", 4: ""Agree"", 5: ""Strongly Agree"" }"
social_97_local_masjid_mosque,a local masjid/mosque (or a few different ones),"{0: ""Not Selected"", 1: ""Selected""}"
social_97_neighborhood,your neighborhood,"{0: ""Not Selected"", 1: ""Selected""}"
social_97_school_club_msa,"a school club, such as an MSA","{0: ""Not Selected"", 1: ""Selected""}"
social_97_sports_team,a sports team,"{0: ""Not Selected"", 1: ""Selected""}"
social_97_non_school_club,a non-school club such as Boy Scouts / Girl Scouts,"{0: ""Not Selected"", 1: ""Selected""}"
social_97_muslim_third_space,"Muslim third space (e.g., community center, coffee shop)","{0: ""Not Selected"", 1: ""Selected""}"
social_97_online_groups,online groups,"{0: ""Not Selected"", 1: ""Selected""}"
social_97_other,other ______,"{0: ""Not Selected"", 1: ""Selected""}"
social_97_dont_interact,I don’t really interact with other Muslims,"{0: ""Not Selected"", 1: ""Selected""}"
social_98_1,Most people in this religious community are of the same ethnic-racial background as me,"{ 1: ""Strongly disagree"", 2: ""Somewhat disagree"", 3: ""Neither agree nor disagree"", 4: ""Somewhat agree"", 5: ""Strongly agree"" }"
social_98_2,"There is a fairly diverse mix of racial and ethnic backgrounds in this religious community, with no one dominating.","{ 1: ""Strongly disagree"", 2: ""Somewhat disagree"", 3: ""Neither agree nor disagree"", 4: ""Somewhat agree"", 5: ""Strongly agree"" }"
social_102_1,I felt that adults in my religious community were judgmental.,"{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_102_2,I felt that adults in my religious communities don’t understand the struggles of Muslim youth nowadays.,"{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_102_3,I felt that my struggles practicing my faith as a Muslim teenager in the U.S. were not taken seriously by adults in my religious community.,"{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_102_4,I felt overwhelmed by the high expectations adults in my religious community placed on me.,"{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_102_5,I found it hard to relate to adults in my religious community who mix cultural traditions with religious teachings.,"{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_102_6,I feel like youth have no say in my religious community.,"{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_102_7,"Please select the ""somewhat"" option for this attention check (7)","{ 1: ""Not at all"", 2: ""A little bit"", 3: ""Somewhat"", 4: ""Quite a bit"", 5: ""A great deal"" }"
social_108,How much do you like or dislike the youth group that you are involved in?,"{ 5: ""Like it very much"", 4: ""Like it somewhat"", 3: ""Don’t feel either way"", 2: ""Dislike it somewhat"", 1: ""Dislike it very much"" }"
social_109,"Have you ever gone to talk with a youth director about a personal question or problem, or not?","{ 2: ""Yes"", 1: ""No"", 3: ""No need to talk to youth leader"", 4: ""Mosque/MSA/Center does not have youth leader"", 5: ""I don't know"" }"
social_110,"Overall, was that a good experience or a bad experience?","{ 1: ""Good"", 2: ""Mixed"", 3: ""Bad"", 4: ""I don’t know"" }"
social_111,How supportive and helpful would you say your mosque/religious community has been for you as a Muslim American teenager/young adult?,"{ 5: ""Extremely supportive and helpful"", 4: ""Very"", 3: ""Somewhat"", 2: ""A little"", 1: ""Not supportive and helpful"" }"
social_112,How well does your mosque or center do in helping you learn what you want to know about your religion?,"{ 6: ""An excellent job"", 5: ""A good job"", 4: ""An okay job"", 3: ""Not a good job"", 2: ""A bad job"", 1: ""Don’t know"" }"
social_113_1,Offer programming for teenage girls and women,"{ 1: ""Terrible"", 2: ""Poor"", 3: ""Acceptable"", 4: ""Good"", 5: ""Excellent"" }"
social_113_2,Seek out teenage girls' and women's thoughts and feedback,"{ 1: ""Terrible"", 2: ""Poor"", 3: ""Acceptable"", 4: ""Good"", 5: ""Excellent"" }"
social_115,"How would you evaluate the quality of the prayer space for women at the mosque you attend most frequently? (size, ease of access, cleanliness, ability to hear speaker, etc.)","{ 1: ""Terrible"", 2: ""Poor"", 3: ""Acceptable"", 4: ""Good"", 5: ""Excellent"" }"
social_116,Does your college or high school have an MSA?,"{ 1: ""No"", 2: ""Yes"" }"
social_117,How often do you attend their events?,"{ 1: ""Never"", 2: ""A few times per year"", 3: ""About once a month"", 4: ""About once a week"", 5: ""Multiple times per week"" }"
social_118,Does your college have a Muslim chaplain?,"{ 1: ""No"", 2: ""Yes"", 3: ""I don’t know"" }"
social_119,How often have you met with the chaplain for personal reasons/problems?,"{ 1: ""Never"", 2: ""A few times per year"", 3: ""About once a month"", 4: ""About once a week"", 5: ""Multiple times per week"" }"
social_120,How often do you attend Jumuah on campus?,"{ 1: ""My college doesn’t offer jum’a on campus"", 2: ""Every week"", 3: ""A few times per month"", 4: ""About once a month"", 5: ""A few times per year"", 6: ""Never"", 7: ""I pray jum’a at a mosque"" }"
social_126_1,Makes fun of you because of your religion?,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_126_2,Treats you with less respect because of your religion?,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_126_3,Treats you unfairly because of your religion?,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_126_4,Is uncomfortable around you because of your religion?,"{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_126_5,"Gives you a hard time about your physical appearance (wearing a scarf, kufi, having a beard)?","{ 1: ""Never"", 2: ""Sometimes"", 3: ""About half the time"", 4: ""Most of the time"", 5: ""Always"" }"
social_131_1,Other Muslims assume that I am not Muslim enough because of my race/ethnicity.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_131_2,Other Muslims often ask me if I’m Muslim.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
social_131_3,Others judge my behaviors more negatively because of my culture.,"{ 1: ""Never"", 2: ""A little/Rarely"", 3: ""Sometimes"", 4: ""Often/Frequently"" }"
